time,vehicle_id,vehicle_type,edge_id,lane_id,speed,waiting_time,position_x,position_y
5.0,forward_bikes.0,bike,254053176#2,254053176#2_0,4.308,0.0,4133.387,11514.156
5.0,forward_cars.0,car,:2598853062_10,:2598853062_10_0,7.782,0.0,4139.474,11527.312
5.0,reverse_bikes.0,bike,-631197284#3,-631197284#3_0,12.135,0.0,5198.091,11630.35
5.0,reverse_buses.0,bus,-631197284#3,-631197284#3_0,9.951,0.0,5212.647,11624.402
5.0,reverse_cars.0,car,-631197284#3,-631197284#3_0,13.783,0.0,5178.694,11638.277
10.0,forward_bikes.0,bike,254053185#1,254053185#1_0,11.717,0.0,4125.649,11548.673
10.0,forward_buses.0,bus,254053185#1,254053185#1_0,7.199,0.0,4137.077,11531.415
10.0,forward_cars.0,car,:2598853071_4,:2598853071_4_0,6.184,0.0,4116.55,11566.03
10.0,forward_cars.1,car,254053176#2,254053176#2_0,5.514,0.0,4132.399,11513.425
10.0,reverse_bikes.0,bike,-631197284#3,-631197284#3_0,12.985,0.0,5137.535,11655.097
10.0,reverse_buses.0,bus,-631197284#3,-631197284#3_0,12.826,0.0,5157.184,11647.067
10.0,reverse_cars.0,car,-631197284#3,-631197284#3_0,12.969,0.0,5118.188,11663.003
10.0,reverse_cars.1,car,-631197284#3,-631197284#3_0,10.871,0.0,5198.141,11630.33
15.0,forward_bikes.0,bike,:2598853071_4,:2598853071_4_0,5.906,0.0,4118.071,11568.196
15.0,forward_bikes.1,bike,254053176#2,254053176#2_0,6.834,0.0,4128.392,11510.462
15.0,forward_buses.0,bus,254053185#1,254053185#1_0,3.724,0.0,4118.789,11559.032
15.0,forward_cars.0,car,:7479071341_1,:7479071341_1_0,6.513,0.0,4122.369,11587.956
15.0,forward_cars.1,car,254053185#1,254053185#1_0,6.747,0.0,4131.335,11540.087
15.0,forward_cars.2,car,254053176#2,254053176#2_0,4.438,0.0,4136.064,11516.136
15.0,reverse_bikes.0,bike,-631197284#3,-631197284#3_0,12.688,0.0,5076.086,11680.208
15.0,reverse_bikes.1,bike,-631197284#3,-631197284#3_0,11.47,0.0,5220.498,11621.194
15.0,reverse_buses.0,bus,-631197284#3,-631197284#3_0,13.35,0.0,5095.783,11672.159
15.0,reverse_cars.0,car,-631197284#3,-631197284#3_0,13.588,0.0,5056.086,11688.382
15.0,reverse_cars.1,car,-631197284#3,-631197284#3_0,10.759,0.0,5147.697,11650.944
15.0,reverse_cars.2,car,-631197284#3,-631197284#3_0,12.457,0.0,5205.163,11627.46
20.0,forward_bikes.0,bike,:7479071341_1,:7479071341_1_0,7.725,0.0,4121.646,11589.092
20.0,forward_bikes.1,bike,254053185#1,254053185#1_0,6.542,0.0,4136.747,11531.913
20.0,forward_buses.0,bus,:2598853075_2,:2598853075_2_0,5.34,0.0,4128.184,11577.126
20.0,forward_cars.0,car,:cluster_10043935988_10043935989_1070361799_4,:cluster_10043935988_10043935989_1070361799_4_0,8.662,0.0,4141.724,11608.56
20.0,forward_cars.1,car,254053185#1,254053185#1_0,3.106,0.0,4118.16,11559.983
20.0,forward_cars.2,car,254053185#1,254053185#1_0,7.074,0.0,4125.644,11548.681
20.0,forward_cars.3,car,254053176#2,254053176#2_0,8.068,0.0,4131.796,11512.98
20.0,reverse_bikes.0,bike,-631197284#2,-631197284#2_0,12.402,0.0,5015.907,11704.766
20.0,reverse_bikes.1,bike,-631197284#3,-631197284#3_0,10.835,0.0,5168.506,11642.441
20.0,reverse_buses.0,bus,-631197284#2,-631197284#2_0,12.932,0.0,5035.22,11696.907
20.0,reverse_cars.0,car,-631197284#2,-631197284#2_0,13.144,0.0,4995.803,11712.946
20.0,reverse_cars.1,car,-631197284#3,-631197284#3_0,10.584,0.0,5097.766,11671.349
20.0,reverse_cars.2,car,-631197284#3,-631197284#3_0,12.143,0.0,5147.341,11651.09
20.0,reverse_cars.3,car,-631197284#3,-631197284#3_0,13.664,0.0,5215.69,11623.158
25.0,forward_bikes.0,bike,:cluster_10043935988_10043935989_1070361799_4,:cluster_10043935988_10043935989_1070361799_4_0,7.251,0.0,4139.597,11607.439
25.0,forward_bikes.1,bike,254053185#1,254053185#1_0,1.423,0.0,4121.18,11555.422
25.0,forward_buses.0,bus,133763768#0,133763768#0_0,5.674,0.0,4124.377,11598.622
25.0,forward_cars.0,car,133763768#1,133763768#1_0,8.239,0.0,4178.398,11625.045
25.0,forward_cars.1,car,:2598853075_2,:2598853075_2_0,5.55,0.0,4127.95,11578.284
25.0,forward_cars.2,car,254053185#1,254053185#1_0,0.0,2.0,4117.697,11560.682
25.0,forward_cars.3,car,254053185#1,254053185#1_0,8.454,0.0,4127.331,11546.134
25.0,forward_cars.4,car,254053176#2,254053176#2_0,9.073,0.0,4125.31,11508.182
25.0,reverse_bikes.0,bike,-631197284#2,-631197284#2_0,13.255,0.0,4955.917,11729.176
25.0,reverse_bikes.1,bike,-631197284#3,-631197284#3_0,10.825,0.0,5117.941,11663.104
25.0,reverse_buses.0,bus,-631197284#2,-631197284#2_0,12.893,0.0,4975.054,11721.389
25.0,reverse_cars.0,car,-631197284#2,-631197284#2_0,12.635,0.0,4934.455,11737.91
25.0,reverse_cars.1,car,:4464082677_4,:4464082677_4_0,11.485,0.0,5047.348,11691.953
25.0,reverse_cars.2,car,-631197284#3,-631197284#3_0,12.807,0.0,5090.831,11674.183
25.0,reverse_cars.3,car,-631197284#3,-631197284#3_0,13.014,0.0,5155.0,11647.96
25.0,reverse_cars.4,car,-631197284#3,-631197284#3_0,13.768,0.0,5228.339,11617.989
30.0,forward_bikes.0,bike,133763768#1,133763768#1_0,7.623,0.0,4172.66,11622.477
30.0,forward_bikes.1,bike,:2598853071_4,:2598853071_4_0,5.53,0.0,4118.096,11568.219
30.0,forward_bikes.2,bike,:2598853062_10,:2598853062_10_0,6.536,0.0,4137.898,11517.86
30.0,forward_buses.0,bus,133763768#1,133763768#1_0,7.895,0.0,4158.56,11616.168
30.0,forward_cars.0,car,133763768#2,133763768#2_0,7.758,0.0,4214.508,11641.621
30.0,forward_cars.1,car,133763768#0,133763768#0_0,6.842,0.0,4130.942,11602.441
30.0,forward_cars.2,car,:2598853075_2,:2598853075_2_0,5.242,0.0,4128.114,11576.649
30.0,forward_cars.3,car,254053185#1,254053185#1_0,4.024,0.0,4118.795,11559.023
30.0,forward_cars.4,car,254053185#1,254053185#1_0,8.624,0.0,4134.583,11535.182
30.0,reverse_bikes.0,bike,:1070361741_4,:1070361741_4_0,12.739,0.0,4895.015,11754.049
30.0,reverse_bikes.1,bike,-631197284#3,-631197284#3_0,11.615,0.0,5067.976,11683.523
30.0,reverse_bikes.2,bike,-631197284#3,-631197284#3_0,12.697,0.0,5185.882,11635.34
30.0,reverse_buses.0,bus,-631197284#2,-631197284#2_0,12.889,0.0,4914.406,11746.068
30.0,reverse_cars.0,car,-631197284#1,-631197284#1_0,13.871,0.0,4871.742,11763.902
30.0,reverse_cars.1,car,-631197284#2,-631197284#2_0,11.468,0.0,4996.908,11712.497
30.0,reverse_cars.2,car,-631197284#2,-631197284#2_0,12.02,0.0,5034.132,11697.35
30.0,reverse_cars.3,car,-631197284#3,-631197284#3_0,13.201,0.0,5093.329,11673.162
30.0,reverse_cars.4,car,-631197284#3,-631197284#3_0,12.895,0.0,5168.305,11642.523
35.0,forward_bikes.0,bike,:3507448200_0,:3507448200_0_0,6.908,0.0,4205.261,11637.166
35.0,forward_bikes.1,bike,:2598853075_2,:2598853075_2_0,0.64,0.0,4126.652,11581.175
35.0,forward_bikes.2,bike,254053185#1,254053185#1_0,3.746,0.0,4125.548,11548.826
35.0,forward_buses.0,bus,133763768#1,133763768#1_0,7.788,0.0,4193.368,11631.743
35.0,forward_cars.0,car,133763768#2,133763768#2_0,7.641,0.0,4250.707,11659.408
35.0,forward_cars.1,car,133763768#1,133763768#1_0,8.145,0.0,4167.434,11620.139
35.0,forward_cars.2,car,133763768#0,133763768#0_0,5.266,0.0,4125.04,11599.008
35.0,forward_cars.3,car,:2598853071_4,:2598853071_4_0,4.685,0.0,4116.954,11566.882
35.0,forward_cars.4,car,254053185#1,254053185#1_0,2.101,0.0,4121.03,11555.648
35.0,forward_cars.5,car,:2598853062_10,:2598853062_10_0,6.375,0.0,4139.763,11526.701
35.0,reverse_bikes.0,bike,-631197284#1,-631197284#1_0,13.368,0.0,4833.457,11780.164
35.0,reverse_bikes.1,bike,-631197284#2,-631197284#2_0,11.53,0.0,5015.612,11704.886
35.0,reverse_bikes.2,bike,-631197284#3,-631197284#3_0,12.286,0.0,5129.573,11658.351
35.0,reverse_buses.0,bus,-631197284#1,-631197284#1_0,13.11,0.0,4853.687,11771.57
35.0,reverse_cars.0,car,-631197284#1,-631197284#1_0,13.116,0.0,4809.95,11790.154
35.0,reverse_cars.1,car,-631197284#2,-631197284#2_0,11.031,0.0,4946.452,11733.028
35.0,reverse_cars.2,car,-631197284#2,-631197284#2_0,12.058,0.0,4977.194,11720.518
35.0,reverse_cars.3,car,-631197284#2,-631197284#2_0,12.399,0.0,5034.229,11697.31
35.0,reverse_cars.4,car,-631197284#3,-631197284#3_0,13.726,0.0,5106.617,11667.732
35.0,reverse_cars.5,car,-631197284#3,-631197284#3_0,12.24,0.0,5182.609,11636.677
40.0,forward_bikes.0,bike,133763768#2,133763768#2_0,7.687,0.0,4236.591,11652.472
40.0,forward_bikes.1,bike,133763768#0,133763768#0_1,4.656,0.0,4123.099,11601.577
40.0,forward_bikes.2,bike,254053185#1,254053185#1_0,1.402,0.0,4120.636,11556.243
40.0,forward_bikes.3,bike,254053176#2,254053176#2_0,3.053,0.0,4130.298,11511.872
40.0,forward_buses.0,bus,133763768#2,133763768#2_0,6.843,0.0,4224.478,11646.52
40.0,forward_cars.0,car,133763768#2,133763768#2_0,8.209,0.0,4288.167,11677.814
40.0,forward_cars.1,car,:3507448200_0,:3507448200_0_0,8.282,0.0,4203.503,11636.344
40.0,forward_cars.2,car,133763768#0,133763768#0_0,0.003,2.0,4135.284,11604.966
40.0,forward_cars.3,car,:7479071341_1,:7479071341_1_0,5.144,0.0,4123.884,11585.577
40.0,forward_cars.4,car,:2598853071_4,:2598853071_4_0,4.557,0.0,4116.722,11566.393
40.0,forward_cars.5,car,254053185#1,254053185#1_0,1.901,0.0,4124.179,11550.893
40.0,forward_cars.6,car,:2598853062_10,:2598853062_10_0,6.398,0.0,4139.758,11520.417
40.0,reverse_bikes.0,bike,-631197284#1,-631197284#1_0,12.912,0.0,4771.773,11806.378
40.0,reverse_bikes.1,bike,-631197284#2,-631197284#2_0,11.203,0.0,4964.298,11725.766
40.0,reverse_bikes.2,bike,-631197284#3,-631197284#3_0,12.246,0.0,5073.874,11681.112
40.0,reverse_bikes.3,bike,-631197284#3,-631197284#3_0,12.089,0.0,5208.449,11626.118
40.0,reverse_buses.0,bus,-631197284#1,-631197284#1_0,13.593,0.0,4791.622,11797.943
40.0,reverse_cars.0,car,-631197284#1,-631197284#1_0,13.661,0.0,4748.355,11816.33
40.0,reverse_cars.1,car,:1070361741_4,:1070361741_4_0,11.101,0.0,4896.321,11753.506
40.0,reverse_cars.2,car,-631197284#2,-631197284#2_0,12.13,0.0,4920.198,11743.711
40.0,reverse_cars.3,car,-631197284#2,-631197284#2_0,10.342,0.0,4981.318,11718.84
40.0,reverse_cars.4,car,:4464082677_4,:4464082677_4_0,12.868,0.0,5046.412,11692.336
40.0,reverse_cars.5,car,-631197284#3,-631197284#3_0,12.553,0.0,5125.209,11660.134
40.0,reverse_cars.6,car,-631197284#3,-631197284#3_0,13.225,0.0,5191.443,11633.067
45.0,forward_bikes.0,bike,133763768#2,133763768#2_0,7.743,0.0,4270.163,11668.968
45.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.017,1.0,4133.665,11607.73
45.0,forward_bikes.2,bike,:2598853071_4,:2598853071_4_0,4.106,0.0,4116.465,11565.851
45.0,forward_bikes.3,bike,254053185#1,254053185#1_0,6.468,0.0,4130.815,11540.872
45.0,forward_buses.0,bus,133763768#2,133763768#2_0,6.984,0.0,4257.617,11662.803
45.0,forward_cars.0,car,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13_0,8.176,0.0,4323.641,11697.98
45.0,forward_cars.1,car,133763768#2,133763768#2_0,5.715,0.0,4236.745,11652.548
45.0,forward_cars.2,car,133763768#0,133763768#0_0,0.0,7.0,4135.285,11604.967
45.0,forward_cars.3,car,133763768#0,133763768#0_1,2.296,0.0,4129.066,11605.052
45.0,forward_cars.4,car,:7479071341_1,:7479071341_1_0,8.298,0.0,4120.572,11590.781
45.0,forward_cars.5,car,254053185#1,254053185#1_0,1.789,0.0,4119.623,11557.773
45.0,forward_cars.6,car,254053185#1,254053185#1_0,2.612,0.0,4125.248,11549.279
45.0,forward_cars.7,car,254053176#2,254053176#2_0,4.025,0.0,4135.4,11515.645
45.0,reverse_bikes.0,bike,-631197284#1,-631197284#1_0,6.48,0.0,4720.095,11828.339
45.0,reverse_bikes.1,bike,-631197284#2,-631197284#2_0,11.609,0.0,4912.584,11746.809
45.0,reverse_bikes.2,bike,-631197284#2,-631197284#2_0,12.688,0.0,5016.778,11704.411
45.0,reverse_bikes.3,bike,-631197284#3,-631197284#3_0,13.024,0.0,5149.128,11650.359
45.0,reverse_buses.0,bus,-631197284#1,-631197284#1_0,11.598,0.0,4733.098,11822.813
45.0,reverse_cars.0,car,:5960671739_6,:5960671739_6_0,6.834,0.0,4703.985,11832.781
45.0,reverse_cars.1,car,-631197284#1,-631197284#1_0,11.414,0.0,4845.104,11775.216
45.0,reverse_cars.2,car,-631197284#1,-631197284#1_0,11.873,0.0,4864.868,11766.822
45.0,reverse_cars.3,car,-631197284#2,-631197284#2_0,10.725,0.0,4928.585,11740.298
45.0,reverse_cars.4,car,-631197284#2,-631197284#2_0,13.667,0.0,4984.79,11717.428
45.0,reverse_cars.5,car,-631197284#3,-631197284#3_0,11.985,0.0,5067.724,11683.625
45.0,reverse_cars.6,car,-631197284#3,-631197284#3_0,13.712,0.0,5129.658,11658.316
45.0,reverse_cars.7,car,-631197284#3,-631197284#3_0,11.979,0.0,5206.467,11626.928
50.0,forward_bikes.0,bike,133763768#2,133763768#2_0,7.808,0.0,4301.038,11684.138
50.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.0,6.0,4133.675,11607.736
50.0,forward_bikes.2,bike,:7479071341_1,:7479071341_1_0,6.372,0.0,4123.601,11586.02
50.0,forward_bikes.3,bike,254053185#1,254053185#1_0,2.89,0.0,4122.006,11554.174
50.0,forward_bikes.4,bike,254053176#2,254053176#2_0,6.855,0.0,4122.898,11506.399
50.0,forward_buses.0,bus,133763768#2,133763768#2_0,6.167,0.0,4288.9,11678.174
50.0,forward_cars.0,car,133763768#5,133763768#5_0,7.858,0.0,4351.548,11727.556
50.0,forward_cars.1,car,133763768#2,133763768#2_0,6.771,0.0,4268.763,11668.279
50.0,forward_cars.2,car,133763768#0,133763768#0_0,0.0,12.0,4135.285,11604.967
50.0,forward_cars.3,car,133763768#0,133763768#0_1,0.001,3.0,4129.785,11605.471
50.0,forward_cars.4,car,133763768#0,133763768#0_0,0.002,2.0,4128.803,11601.197
50.0,forward_cars.5,car,-254053187,-254053187_0,1.878,0.0,4126.0,11573.973
50.0,forward_cars.6,car,:2598853071_4,:2598853071_4_0,5.494,0.0,4116.293,11565.024
50.0,forward_cars.7,car,254053185#1,254053185#1_0,6.9,0.0,4127.546,11545.809
50.0,forward_cars.8,car,254053176#2,254053176#2_0,8.355,0.0,4132.027,11513.15
50.0,reverse_bikes.0,bike,:2746550985_0,:2746550985_0_1,5.365,0.0,4701.955,11825.949
50.0,reverse_bikes.1,bike,-631197284#1,-631197284#1_0,11.458,0.0,4861.657,11768.185
50.0,reverse_bikes.2,bike,-631197284#2,-631197284#2_0,11.597,0.0,4960.238,11727.418
50.0,reverse_bikes.3,bike,-631197284#3,-631197284#3_0,13.561,0.0,5087.989,11675.344
50.0,reverse_bikes.4,bike,-631197284#3,-631197284#3_0,11.709,0.0,5231.116,11616.854
50.0,reverse_buses.0,bus,:5960671739_6,:5960671739_6_0,4.407,0.0,4704.075,11832.792
50.0,reverse_cars.0,car,150510724#4,150510724#4_2,9.288,0.0,4721.148,11817.779
50.0,reverse_cars.1,car,-631197284#1,-631197284#1_0,10.602,0.0,4795.607,11796.249
50.0,reverse_cars.2,car,-631197284#1,-631197284#1_0,11.301,0.0,4814.752,11788.113
50.0,reverse_cars.3,car,-631197284#1,-631197284#1_0,10.663,0.0,4878.63,11760.977
50.0,reverse_cars.4,car,-631197284#2,-631197284#2_0,12.876,0.0,4924.616,11741.913
50.0,reverse_cars.5,car,-631197284#2,-631197284#2_0,12.56,0.0,5010.537,11706.951
50.0,reverse_cars.6,car,-631197284#3,-631197284#3_0,13.772,0.0,5068.151,11683.451
50.0,reverse_cars.7,car,-631197284#3,-631197284#3_0,12.073,0.0,5152.246,11649.085
50.0,reverse_cars.8,car,-631197284#3,-631197284#3_0,12.709,0.0,5216.574,11622.797
55.0,forward_bikes.0,bike,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13_0,6.562,0.0,4330.772,11703.501
55.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.0,11.0,4133.675,11607.736
55.0,forward_bikes.2,bike,133763768#0,133763768#0_1,0.183,0.0,4124.537,11602.414
55.0,forward_bikes.3,bike,:2598853071_4,:2598853071_4_0,2.214,0.0,4116.292,11565.033
55.0,forward_bikes.4,bike,:2598853062_10,:2598853062_10_0,6.352,0.0,4140.384,11524.793
55.0,forward_buses.0,bus,133763768#2,133763768#2_0,7.429,0.0,4320.865,11695.901
55.0,forward_cars.0,car,133763768#6,133763768#6_0,8.819,0.0,4368.3,11766.1
55.0,forward_cars.1,car,133763768#2,133763768#2_0,6.832,0.0,4300.715,11683.979
55.0,forward_cars.2,car,133763768#0,133763768#0_0,0.0,17.0,4135.285,11604.967
55.0,forward_cars.3,car,133763768#0,133763768#0_1,0.0,8.0,4129.786,11605.471
55.0,forward_cars.4,car,133763768#0,133763768#0_0,0.0,7.0,4128.803,11601.197
55.0,forward_cars.5,car,:2598853075_2,:2598853075_2_0,3.719,0.0,4127.524,11579.539
55.0,forward_cars.6,car,-254053187,-254053187_0,1.4,0.0,4121.725,11570.983
55.0,forward_cars.7,car,254053185#1,254053185#1_0,2.219,0.0,4119.337,11558.206
55.0,forward_cars.8,car,254053185#1,254053185#1_0,8.688,0.0,4131.624,11539.65
55.0,forward_cars.9,car,254053176#2,254053176#2_0,9.073,0.0,4125.31,11508.182
55.0,reverse_bikes.0,bike,150510724#4,150510724#4_2,13.219,0.0,4744.765,11807.902
55.0,reverse_bikes.1,bike,-631197284#1,-631197284#1_0,10.625,0.0,4810.811,11789.788
55.0,reverse_bikes.2,bike,-631197284#2,-631197284#2_0,12.103,0.0,4904.832,11749.964
55.0,reverse_bikes.3,bike,-631197284#2,-631197284#2_0,13.126,0.0,5028.142,11699.787
55.0,reverse_bikes.4,bike,-631197284#3,-631197284#3_0,11.657,0.0,5179.363,11638.003
55.0,reverse_buses.0,bus,150510724#4,150510724#4_2,7.596,0.0,4720.46,11818.067
55.0,reverse_cars.0,car,150510724#4,150510724#4_2,12.663,0.0,4779.444,11793.398
55.0,reverse_cars.1,car,-631197284#1,-631197284#1_0,10.825,0.0,4745.57,11817.513
55.0,reverse_cars.2,car,-631197284#1,-631197284#1_0,10.798,0.0,4764.094,11809.641
55.0,reverse_cars.3,car,-631197284#1,-631197284#1_0,10.84,0.0,4826.723,11783.026
55.0,reverse_cars.4,car,-631197284#1,-631197284#1_0,13.237,0.0,4865.647,11766.491
55.0,reverse_cars.5,car,-631197284#2,-631197284#2_0,12.269,0.0,4952.877,11730.413
55.0,reverse_cars.6,car,-631197284#2,-631197284#2_0,13.002,0.0,5007.892,11708.027
55.0,reverse_cars.7,car,-631197284#3,-631197284#3_0,12.28,0.0,5096.723,11671.775
55.0,reverse_cars.8,car,-631197284#3,-631197284#3_0,12.12,0.0,5160.898,11645.55
55.0,reverse_cars.9,car,-631197284#3,-631197284#3_0,12.936,0.0,5228.339,11617.989
60.0,forward_bikes.0,bike,133763768#5,133763768#5_0,7.615,0.0,4353.968,11731.079
60.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.0,16.0,4133.675,11607.736
60.0,forward_bikes.2,bike,133763768#0,133763768#0_1,0.0,5.0,4124.6,11602.451
60.0,forward_bikes.3,bike,-254053187,-254053187_0,0.478,0.0,4121.915,11571.116
60.0,forward_bikes.4,bike,254053185#1,254053185#1_0,1.919,0.0,4125.92,11548.265
60.0,forward_buses.0,bus,133763768#5,133763768#5_0,6.964,0.0,4346.395,11720.055
60.0,forward_cars.0,car,133763768#6,133763768#6_0,7.991,0.0,4382.588,11804.358
60.0,forward_cars.1,car,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13_0,6.555,0.0,4330.228,11703.066
60.0,forward_cars.2,car,133763768#0,133763768#0_0,0.0,22.0,4135.285,11604.967
60.0,forward_cars.3,car,133763768#0,133763768#0_1,0.0,13.0,4129.786,11605.471
60.0,forward_cars.4,car,133763768#0,133763768#0_0,0.0,12.0,4128.803,11601.197
60.0,forward_cars.5,car,:245613696_0,:245613696_0_0,0.36,0.0,4122.062,11597.171
60.0,forward_cars.6,car,-254053187,-254053187_0,0.011,2.0,4126.952,11574.639
60.0,forward_cars.7,car,254053185#1,254053185#1_0,0.001,2.0,4117.953,11560.295
60.0,forward_cars.8,car,254053185#1,254053185#1_0,0.398,0.0,4122.173,11553.922
60.0,forward_cars.9,car,254053185#1,254053185#1_0,9.249,0.0,4134.343,11535.545
60.0,reverse_bikes.0,bike,150510724#4,150510724#4_2,12.845,0.0,4805.897,11782.335
60.0,reverse_bikes.1,bike,-631197284#1,-631197284#1_0,10.825,0.0,4759.613,11811.545
60.0,reverse_bikes.2,bike,-631197284#1,-631197284#1_0,12.34,0.0,4848.457,11773.792
60.0,reverse_bikes.3,bike,-631197284#2,-631197284#2_0,12.9,0.0,4967.778,11724.35
60.0,reverse_bikes.4,bike,-631197284#3,-631197284#3_0,10.931,0.0,5124.802,11660.3
60.0,reverse_buses.0,bus,150510724#4,150510724#4_2,11.86,0.0,4766.859,11798.662
60.0,reverse_cars.0,car,150510724#4,150510724#4_2,12.788,0.0,4839.979,11768.081
60.0,reverse_cars.1,car,:5960671739_6,:5960671739_6_0,4.911,0.0,4707.202,11833.136
60.0,reverse_cars.2,car,-631197284#1,-631197284#1_0,5.402,0.0,4720.988,11827.96
60.0,reverse_cars.3,car,-631197284#1,-631197284#1_0,11.416,0.0,4775.3,11804.879
60.0,reverse_cars.4,car,-631197284#1,-631197284#1_0,12.836,0.0,4805.075,11792.226
60.0,reverse_cars.5,car,:1070361741_4,:1070361741_4_0,11.935,0.0,4895.942,11753.663
60.0,reverse_cars.6,car,-631197284#2,-631197284#2_0,13.656,0.0,4945.845,11733.275
60.0,reverse_cars.7,car,:4464082677_4,:4464082677_4_0,11.229,0.0,5043.656,11693.463
60.0,reverse_cars.8,car,-631197284#3,-631197284#3_0,12.46,0.0,5105.175,11668.321
60.0,reverse_cars.9,car,-631197284#3,-631197284#3_0,12.164,0.0,5172.172,11640.942
65.0,forward_bikes.0,bike,133763768#6,133763768#6_0,7.473,0.0,4367.491,11763.931
65.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.0,21.0,4133.675,11607.736
65.0,forward_bikes.2,bike,133763768#0,133763768#0_1,0.0,10.0,4124.6,11602.451
65.0,forward_bikes.3,bike,-254053187,-254053187_0,0.0,4.0,4122.039,11571.202
65.0,forward_bikes.4,bike,254053185#1,254053185#1_0,0.008,3.0,4125.41,11549.034
65.0,forward_bikes.5,bike,254053176#2,254053176#2_0,3.729,0.0,4133.086,11513.933
65.0,forward_buses.0,bus,133763768#6,133763768#6_0,6.394,0.0,4362.797,11751.362
65.0,forward_cars.0,car,133763768#6,133763768#6_0,8.134,0.0,4396.811,11842.445
65.0,forward_cars.1,car,133763768#5,133763768#5_0,6.618,0.0,4353.757,11730.772
65.0,forward_cars.10,car,:2598853062_10,:2598853062_10_0,7.144,0.0,4139.828,11526.564
65.0,forward_cars.2,car,133763768#0,133763768#0_0,0.0,27.0,4135.285,11604.967
65.0,forward_cars.3,car,133763768#0,133763768#0_1,0.0,18.0,4129.786,11605.471
65.0,forward_cars.4,car,133763768#0,133763768#0_0,0.0,17.0,4128.803,11601.197
65.0,forward_cars.5,car,:245613696_0,:245613696_0_0,0.0,4.0,4122.353,11597.378
65.0,forward_cars.6,car,-254053187,-254053187_0,0.0,7.0,4126.957,11574.642
65.0,forward_cars.7,car,254053185#1,254053185#1_0,0.0,7.0,4117.953,11560.295
65.0,forward_cars.8,car,254053185#1,254053185#1_0,0.001,4.0,4122.095,11554.04
65.0,forward_cars.9,car,254053185#1,254053185#1_0,0.101,0.0,4127.919,11545.246
65.0,reverse_bikes.0,bike,150510724#4,150510724#4_2,12.363,0.0,4865.711,11757.32
65.0,reverse_bikes.1,bike,-631197284#1,-631197284#1_0,7.642,0.0,4713.929,11830.96
65.0,reverse_bikes.2,bike,-631197284#1,-631197284#1_0,11.5,0.0,4792.504,11797.568
65.0,reverse_bikes.3,bike,-631197284#2,-631197284#2_0,13.697,0.0,4907.886,11748.721
65.0,reverse_bikes.4,bike,-631197284#3,-631197284#3_0,11.938,0.0,5069.062,11683.079
65.0,reverse_bikes.5,bike,-631197284#3,-631197284#3_0,11.457,0.0,5197.257,11630.691
65.0,reverse_buses.0,bus,150510724#4,150510724#4_2,13.742,0.0,4829.196,11772.591
65.0,reverse_cars.0,car,150510724#4,150510724#4_2,4.096,0.0,4885.921,11748.867
65.0,reverse_cars.1,car,150510724#4,150510724#4_2,6.043,0.0,4711.537,11821.799
65.0,reverse_cars.10,car,-631197284#3,-631197284#3_0,12.972,0.0,5179.506,11637.945
65.0,reverse_cars.2,car,:5960671739_6,:5960671739_6_0,4.034,0.0,4699.671,11829.636
65.0,reverse_cars.3,car,-631197284#1,-631197284#1_0,8.81,0.0,4727.196,11825.322
65.0,reverse_cars.4,car,-631197284#1,-631197284#1_0,12.672,0.0,4745.443,11817.567
65.0,reverse_cars.5,car,-631197284#1,-631197284#1_0,12.014,0.0,4838.897,11777.852
65.0,reverse_cars.6,car,-631197284#1,-631197284#1_0,13.482,0.0,4884.343,11758.551
65.0,reverse_cars.7,car,-631197284#2,-631197284#2_0,11.975,0.0,4990.453,11715.123
65.0,reverse_cars.8,car,:4464082677_4,:4464082677_4_0,11.97,0.0,5049.431,11691.101
65.0,reverse_cars.9,car,-631197284#3,-631197284#3_0,12.821,0.0,5115.497,11664.103
70.0,forward_bikes.0,bike,133763768#6,133763768#6_0,7.66,0.0,4380.371,11798.422
70.0,forward_bikes.1,bike,133763768#0,133763768#0_1,0.0,26.0,4133.675,11607.736
70.0,forward_bikes.2,bike,133763768#0,133763768#0_1,0.0,15.0,4124.6,11602.451
70.0,forward_bikes.3,bike,-254053187,-254053187_0,0.0,9.0,4122.039,11571.202
70.0,forward_bikes.4,bike,254053185#1,254053185#1_0,0.0,8.0,4125.408,11549.037
70.0,forward_bikes.5,bike,254053185#1,254053185#1_0,1.304,0.0,4135.638,11533.588
70.0,forward_buses.0,bus,133763768#6,133763768#6_0,7.373,0.0,4375.627,11785.719
70.0,forward_cars.0,car,133763768#6,133763768#6_0,8.593,0.0,4411.554,11881.923
70.0,forward_cars.1,car,133763768#6,133763768#6_0,6.941,0.0,4367.45,11763.822
70.0,forward_cars.10,car,254053185#1,254053185#1_0,0.095,1.0,4132.043,11539.018
